uprava,opstina,naselje,ustanova,naziv,ulica,broj,postanski_broj,tip_lokacije
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ЛЕПТИРИЋ,БРАЋЕ КРКЉУШ,15,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ВЕСЕЉКО,ТРГ КОМЕНСКОГ,9,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ЛАНЕ,ХЕРОЈА ПИНКИЈА,25,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ЧАРОБНИ БРЕГ,КЛИСАНСКИ ПУТ,165,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ПАНДА,НИКОЛЕ ТЕСЛЕ,4,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ПОЛЕТАРАЦ,ПУШКИНОВА,19,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ПЕТАР ПАН,ЈАНКА ЧМЕЛИКА,87,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ЗВЕЗДАН,СЕЉАЧКИХ БУНА,51,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ДЕТЕЛИНА СА 4 ЛИСТА,КАЛМАНА ЛАНГА,2,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,СПОМЕНАК,АНТОНА УРБАНА,2,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ПЛАВИ ЧУПЕРАК,"СВЕТОЗАРА МИЛЕТИЋА, СР.КАМЕНИЦА",бб,21208,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,КУХИЊА И,ВОЈВОЂАНСКИХ БРИГАДА,14,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ПАЛЧИЦА,БРАНИМИРА ЋОСИЋА,40,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,КОЛИБРИ,БУЛЕВАР ЈАШЕ ТОМИЋА,3,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,БУБАМАРА,ЧЕНЕЈСКА,50,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ПЛАВИ ЗЕЦ,СВЕТОЗАРА МИЛЕТИЋА,22,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ВИЛА,ВОЈВОЂАНСКИХ БРИГАДА,14,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,КАЛИМЕРО,ДРАГИШЕ БРАШОВАНА,16,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ЗВОНЧИЦА,САВЕ КОВАЧЕВИЋА,14,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,МРВИЦА,ЈИРИЧЕКОВА,9,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,СУНЦОКРЕТ,АЛЕКСЕ ШАНТИЋА,32,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ЧАРОЛИЈА,СОЊЕ МАРИНКОВИЋ,1,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,НОВОСАЂАНЧЕ,БАНОВИЋ СТРАХИЊЕ,бб,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ИЗВОРЧИЋ,"ВУКА КАРАЏИЋА,СТАРИ ЛЕДИНЦИ",63,21207,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ЛИКОВНА РАДИОНИЦА,РАДНИЧКА,47,21000,Издвојена локација
Нови Сад,Нови Сад,Нови Сад,ПУ Радосно детињство,ЦВРЧАК И МРАВ,ТРГ МАЈКЕ ЈЕВРОСИМЕ,2,21000,Издвојена локација
