uprava,opstina,naselje,ustanova,naziv,ulica,broj,postanski_broj,tip_lokacije
Лесковац,Лесковац - град,Горња Јајина,ПУ Вукица Митровић,ПП група при ОШ Никола Скобаљић Горња Јајина,Горња Јајина,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Горње Стопање,ПУ Вукица Митровић,ПП група при ОШ Трајко Стаменковић Горње Стопање,Горње Стопање,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Грделица (варош),ПУ Вукица Митровић,Вртић Снежана Грделица,Грделица,бб,16220,Издвојена локација
Лесковац,Лесковац - град,Губеревац,ПУ Вукица Митровић,ПП група при ОШ Бора Станковић Губеревац,Губеревац,бб,16211,Издвојена локација
Лесковац,Лесковац - град,Доња Јајина,ПУ Вукица Митровић,ПП група Доња Јајина,Доња Јајина,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Доња Локошница,ПУ Вукица Митровић,ПП група при ОШ Вук Караџић Доња Локошница,Доња Локошница,бб,16251,Издвојена локација
Лесковац,Лесковац - град,Доње Бријање,ПУ Вукица Митровић,ПП група Доње Бријање,Доње Бријање,бб,16253,Издвојена локација
Лесковац,Лесковац - град,Козаре,ПУ Вукица Митровић,ПП група при ОШ Десанка Максимовић Козаре,Козаре,бб,16220,Издвојена локација
Лесковац,Лесковац - град,Кумарево,ПУ Вукица Митровић,ПП група при ОШ Радоје Домановић Кумарево,Кумарево,бб,16201,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,ПП група при ОШ Вук Караџић,Саве Ковачевића,69,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,Вртић Цицибан,Мајора Тепића,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,ПП група при ОШ Светозра Марковић,Лесковачког одреда,1,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,Вртић Бамби,Слободана Пенезића,9,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,ПП група при ОШ Васа Пелагић,Васе Пелагића,5,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,Вртић Колибри,Зејнела Ајдинија,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,Врић Лане,Максима Ђуровића,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,Вртић Звончица Кумалак,Љубе Ненадовића,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,ПП група при ОШ Коста Стаменковић,Норвежанска,36,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,Вртић Наше дете,Веселина Маслеше,22,16000,Издвојена локација
Лесковац,Лесковац - град,Лесковац,ПУ Вукица Митровић,Вртић Цврчак,Норвежанска,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Липовица,ПУ Вукица Митровић,ПП група при ОШ Бранко Радичевић Липовица,Липовица,бб,16253,Издвојена локација
Лесковац,Лесковац - град,Манојловце,ПУ Вукица Митровић,ПП група Манојловце,Манојловце,бб,16201,Издвојена локација
Лесковац,Лесковац - град,Мирошевце,ПУ Вукица Митровић,ПП група Мирошевце,Мирошевце,бб,16204,Издвојена локација
Лесковац,Лесковац - град,Накривањ,ПУ Вукица Митровић,ПП група при ОШ Бора Станковић Накривањ,Накривањ,бб,16203,Издвојена локација
Лесковац,Лесковац - град,Ораовица (код Грделице),ПУ Вукица Митровић,ПП група при ОШ Десанка Максимовић Ораовица,Ораовица,бб,16220,Издвојена локација
Лесковац,Лесковац - град,Орашац,ПУ Вукица Митровић,ПП група при ОШ Јосиф Панчић Орашац,Орашац,бб,16201,Издвојена локација
Лесковац,Лесковац - град,Палојце,ПУ Вукица Митровић,ПП група при ОШ Десанка Максимовић Палојце,Палојце,бб,16222,Издвојена локација
Лесковац,Лесковац - град,Печењевце,ПУ Вукица Митровић,ПП група при ОШ Вук Караџић Печењевце,Воје Митровића,4,16251,Издвојена локација
Лесковац,Лесковац - град,Предејане (варош),ПУ Вукица Митровић,ПП група при ОШ Аца Синадиновић Предејане,Предејане,бб,16222,Издвојена локација
Лесковац,Лесковац - град,Прибој,ПУ Вукица Митровић,ПП група при ОШ Милутин Смиљковић Прибој,Прибој,бб,16000,Издвојена локација
Лесковац,Лесковац - град,Радоњица,ПУ Вукица Митровић,ПП група Радоњица,Радоњица,бб,16203,Издвојена локација
Лесковац,Лесковац - град,Разгојна,ПУ Вукица Митровић,ПП група при ОШ Вук Караџић у Разгојни,Разгојна,бб,16252,Издвојена локација
Лесковац,Лесковац - град,Рајно Поље,ПУ Вукица Митровић,ПП група при ОШ Радоје Домановић Рајно Поље,Рајно Поље,бб,16201,Издвојена локација
Лесковац,Лесковац - град,Стројковце,ПУ Вукица Митровић,ПП група при ОШ Никола Скобаљић Стројковце,Стројковце,бб,16203,Издвојена локација
Лесковац,Лесковац - град,Тулово,ПУ Вукица Митровић,ПП група Тулово,Тулово,бб,16220,Издвојена локација
Лесковац,Лесковац - град,Турековац,ПУ Вукица Митровић,ПП група при ОШ Ђура Јакшић Турековац,Турековац,бб,16231,Издвојена локација
Лесковац,Лесковац - град,Шарлинце,ПУ Вукица Митровић,ПП група при ОШ Бранко Радичевић Шарлинце,Шарлинце,бб,16253,Издвојена локација
Ваљево,Лозница - град,Лозница,ПУ Бамби,Предшколска установа Бамби Лозница,Генерала Јуришића,3,15300,Матична локација
Ваљево,Лозница - град,Бања Ковиљача,ПУ Бамби,Пинокио,Вере Благојевић,1,15316,Издвојена локација
Ваљево,Лозница - град,Јадранска Лешница,ПУ Бамби,Јадранче,Нема улицу,Нема број,15308,Издвојена локација
Ваљево,Лозница - град,Лешница,ПУ Бамби,Звончић,Вере Благојевић,бб,15307,Издвојена локација
Ваљево,Лозница - град,Лозница,ПУ Бамби,Објекти Лане и Лептирић,Пролетерских бригада,8,15300,Издвојена локација
Ваљево,Лозница - град,Лозница,ПУ Бамби,Пчелица,Краља Петра Првог,бб,15300,Издвојена локација
Ваљево,Лозница - град,Лозница,ПУ Бамби,Објекат Чаролија,Лагатор,бб,15300,Издвојена локација
Чачак,Лучани,Лучани (варошица),ПУ Наша радост,Предшколска установа Наша радост Лучани,Радничка,бб,32240,Матична локација
Чачак,Лучани,Гуча (варошица),ПУ Наша радост,Бамби Гуча,Змај Јовина,бб,32230,Издвојена локација
Ваљево,Љиг,Љиг,ПУ Каја,Предшколска установа Каја,Краљице Марије,бб,14240,Матична локација
Ваљево,Љиг,Белановица,ПУ Каја,Белановица,Белановица,бб,14246,Издвојена локација
Ваљево,Љубовија,Љубовија,ПУ Полетарац,ПУ Полетарац,Десанке Максимовић,3,15320,Матична локација
Зајечар,Мајданпек,Мајданпек,ПУ Марија Мунћан,ПУ Марија Мунћан,Николе Тесле,5,19250,Матична локација
Зајечар,Мајданпек,Доњи Милановац,ПУ Марија Мунћан,ПУ Марија Мунћан - Доњи Милановац,Цвете Николића,бб,19220,Издвојена локација
Зајечар,Мајданпек,Мајданпек,ПУ Марија Мунћан,ПУ Марија Мунћан - Капетанска,Михајла Пупина,бб,19250,Издвојена локација
Ваљево,Мали Зворник,Мали Зворник,ПУ Црвенкапа,ПУ Црвенкапа,Дринска,7,15318,Матична локација
Пожаревац,Мало Црниће,Мало Црниће,ПУ 14. Октобар,"ПУ,,14 октобар",Мало Црниће,бб,12311,Матична локација
Пожаревац,Мало Црниће,Батуша,ПУ 14. Октобар,",,Мини",Батуша,бб,12311,Издвојена локација
Пожаревац,Мало Црниће,Божевац,ПУ 14. Октобар,",,Пепељуга",Цара Лазара Чаршија,бб,12313,Издвојена локација
Пожаревац,Мало Црниће,Велико Село,ПУ 14. Октобар,",,Палчић",Велико Село,бб,12311,Издвојена локација
Пожаревац,Мало Црниће,Велико Црниће,ПУ 14. Октобар,",,Цветић",Велико Црниће,бб,12311,Издвојена локација
Пожаревац,Мало Црниће,Врбница,ПУ 14. Октобар,",,Палчић 1",Врбница,бб,12311,Издвојена локација
Пожаревац,Мало Црниће,Калиште,ПУ 14. Октобар,"васпитна група,,Палчић",Калиште,бб,12311,Издвојена локација
Пожаревац,Мало Црниће,Кобиље,ПУ 14. Октобар,",,Бубамара",Кобиље,бб,12313,Издвојена локација
Пожаревац,Мало Црниће,Кула,ПУ 14. Октобар,",,Колибри",Кула,бб,12313,Издвојена локација
Пожаревац,Мало Црниће,Салаковац,ПУ 14. Октобар,",,Цицибан",Салаковац,бб,12311,Издвојена локација
Пожаревац,Мало Црниће,Смољинац,ПУ 14. Октобар,",,Змај",Маршала Тита,78,12312,Издвојена локација
Пожаревац,Мало Црниће,Топоница,ПУ 14. Октобар,",,Црвенкапа",Топоница,бб,12311,Издвојена локација
Пожаревац,Мало Црниће,Црљенац,ПУ 14. Октобар,",,Мики",Мало Црниће,бб,12315,Издвојена локација
Пожаревац,Мало Црниће,Шапине,ПУ 14. Октобар,",,Шапице",Шапине,бб,12312,Издвојена локација
Лесковац,Медвеђа,Медвеђа,ПУ Младост,Предшколска установа Младост,Васе Смајевића,16,16240,Матична локација
Лесковац,Медвеђа,Газдаре,ПУ Младост,Предшколска установа Младост Газдаре,Газдаре,бб,16240,Издвојена локација
Лесковац,Медвеђа,Капит,ПУ Младост,Предшколска установа Младост Капит,Капит,бб,16240,Издвојена локација
Лесковац,Медвеђа,Леце,ПУ Младост,Предшколска установа Младост Леце,Леце,бб,16248,Издвојена локација
Лесковац,Медвеђа,Негосавље,ПУ Младост,Предшколска установа Младост Негосавље,Негосавље,бб,16240,Издвојена локација
Лесковац,Медвеђа,Равна Бања,ПУ Младост,Предшколска установа Младост Равна бања,Равна Бања,бб,16240,Издвојена локација
Лесковац,Медвеђа,Реткоцер,ПУ Младост,Предшколска установа Младост Реткоцер,Реткоцер,бб,16240,Издвојена локација
Лесковац,Медвеђа,Рујковац,ПУ Младост,Предшколска установа Младост Рујковац,Рујковац,бб,16240,Издвојена локација
Лесковац,Медвеђа,Сијаринска Бања,ПУ Младост,Предшколска установа Младост Сијаринска бања,Сијаринска бања,бб,16240,Издвојена локација
Лесковац,Медвеђа,Туларе,ПУ Младост,Предшколска установа Младост Туларе,Туларе,бб,16240,Издвојена локација
Ниш,Мерошина,Мерошина,ПУ Полетарац,ПУ Полетарац Мерошина,Нишка,2,18252,Матична локација
Ниш,Мерошина,Азбресница,ПУ Полетарац,Дуга Азбресница,Азбресница,бб,18258,Издвојена локација
Ниш,Мерошина,Азбресница,ПУ Полетарац,Ђурђевак и Невен Југбогдановац, Југбогдановац,бб,18252,Издвојена локација
Ниш,Мерошина,Балајнац,ПУ Полетарац,Цицибан и Звончићи Балајнац,Балајнац,бб,18252,Издвојена локација
Ниш,Мерошина,Баличевац,ПУ Полетарац,Колибри Баличевац, Баличевац,бб,18252,Издвојена локација
Ниш,Мерошина,Батушинац,ПУ Полетарац,Бубамара Батушинац, Батушинац,бб,18252,Издвојена локација
Ниш,Мерошина,Девча,ПУ Полетарац,Ципелићи Девча, Девча,бб,18253,Издвојена локација
Ниш,Мерошина,Доња Расовача,ПУ Полетарац,Вилинград Доња Расовача, Доња Расовача,бб,18252,Издвојена локација
Ниш,Мерошина,Кованлук,ПУ Полетарац,Пчелица Кованлук,Кованлук,бб,18258,Издвојена локација
Ниш,Мерошина,Крајковац,ПУ Полетарац,Твити Крајковац,Крајковац,бб,18258,Издвојена локација
Ниш,Мерошина,Облачина,ПУ Полетарац,Лептирићи Облачина,Облачина,бб,18252,Издвојена локација
Ваљево,Мионица,Мионица (варошица),ПУ Невен,Предшколска установа Невен,Др. Живорада Вишића,бб,14242,Матична локација
Ужице,Нова Варош,Нова Варош,ПУ Паша и Наташа,Предшколска установа Паша и Наташа,Солунских бораца,3,31320,Матична локација
Краљево,Нови Пазар - град,Нови Пазар,ПУ Младост,ПУ Младост,Луг,1,36300,Матична локација
Краљево,Нови Пазар - град,Нови Пазар,ПУ Младост,Дечији вртић Пчелица,Козарачка,бб,36300,Издвојена локација
Краљево,Нови Пазар - град,Нови Пазар,ПУ Младост,Дечији Вртић Наше Дете,Гојка Бачанина,бб,36300,Издвојена локација
Краљево,Нови Пазар - град,Нови Пазар,ПУ Младост,Дечији вртић Абу Даби,Дојевиће,бб,36300,Издвојена локација
Краљево,Нови Пазар - град,Нови Пазар,ПУ Младост,Дечији вртић Дечија радост,Кеј скопских жртава,бб,36300,Издвојена локација
Ваљево,Осечина,Осечина (варошица),ПУ Лане,ПУ Лане -Осечина,ХАЈДУК ВЕЉКОВА,6,14253,Матична локација
Ваљево,Осечина,Горње Црниљево,ПУ Лане,Горње Црниљево,/,/,14253,Издвојена локација
Ваљево,Осечина,Гуњаци,ПУ Лане,Гуњаци,/,/,14253,Издвојена локација
Ваљево,Осечина,Драгијевица,ПУ Лане,Драгијевица,/,/,14253,Издвојена локација
Ваљево,Осечина,Драгодол,ПУ Лане,Драгодол,/,/,14207,Издвојена локација
Ваљево,Осечина,Комирић,ПУ Лане,Комирић,/,/,14253,Издвојена локација
Ваљево,Осечина,Лопатањ,ПУ Лане,Лопатањ,/,/,14253,Издвојена локација
Ваљево,Осечина,Остружањ,ПУ Лане,Остружањ,/,/,14253,Издвојена локација
Ваљево,Осечина,Пецка,ПУ Лане,Пецка,/,/,14207,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,ПУ Бамби,Н. ПАШИЋА 33,33,35250,Матична локација
Јагодина,Параћин,Бошњане,ПУ Бамби,Предшколска група у Бошњану,Бошњане,бб,35254,Издвојена локација
Јагодина,Параћин,Буљане,ПУ Бамби,Предшколска група у Буљану,Буљане бб,бб,35254,Издвојена локација
Јагодина,Параћин,Бусиловац,ПУ Бамби,Предшколска група у Бусиловцу,Бусиловац,бб,35249,Издвојена локација
Јагодина,Параћин,Главица,ПУ Бамби,Предшколска група у Главици,Главица,бб,35250,Издвојена локација
Јагодина,Параћин,Горње Видово,ПУ Бамби,Предшколска група у Горњем Видову,Горње Видово бб,бб,35256,Издвојена локација
Јагодина,Параћин,Доња Мутница,ПУ Бамби,Предшколска група у Доњој Мутници,Доња Мутница,бб,35255,Издвојена локација
Јагодина,Параћин,Доње Видово,ПУ Бамби,Предшколска група у Доњем Видову,Доње Видово,бб,35258,Издвојена локација
Јагодина,Параћин,Дреновац,ПУ Бамби,Предшколска група у Дреновцу,Дреновац,бб,35257,Издвојена локација
Јагодина,Параћин,Лебина,ПУ Бамби,Предшколска група у Лебини,Лебина,бб,35250,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,Вртић Колибри,Николе Пашића,33,35250,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,Прешколске групе при ОШ Радоје Домановић,Књаза Милоша,2,35250,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,Предшколска група при МЗ 4.јул,Војводе Бојовића,18,35250,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,Вртић Бамби,Светог Саве,26,35250,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,Предшколске групе при ОШ Момчило Поповић,Глождачки венац,23 а,35250,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,Вртић Гуливер,Војводе Мишића,бб,35250,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,Предшколска група при ОШ Ђура Јакшић,Раваничка,3,35250,Издвојена локација
Јагодина,Параћин,Параћин,ПУ Бамби,Вртић Плави зец,Подгоричка,бб,35250,Издвојена локација
Јагодина,Параћин,Плана,ПУ Бамби,Предшколска група у Плани,Плана,бб,35247,Издвојена локација
Јагодина,Параћин,Поповац,ПУ Бамби,Предшколска група у Поповцу,Поповац,бб,35254,Издвојена локација
Јагодина,Параћин,Поточац,ПУ Бамби,Предшколска група у Поточцу,Поточац,бб,35207,Издвојена локација
Јагодина,Параћин,Својново,ПУ Бамби,Предшколска група у Својнову,Својново,бб,35259,Издвојена локација
Јагодина,Параћин,Сикирица,ПУ Бамби,Предшколска група у Сикирици,Сикирица,бб,35256,Издвојена локација
Јагодина,Параћин,Стрижа,ПУ Бамби,Предшколска група у Стрижи,Стрижа,бб,35250,Издвојена локација
Јагодина,Параћин,Стубица,ПУ Бамби,Предшколска група у Стубици,Стубица бб,бб,35246,Издвојена локација
Јагодина,Параћин,Трешњевица,ПУ Бамби,Предшколкс агрупа у Трешњевици,Трешњевица,бб,35248,Издвојена локација
Пожаревац,Петровац на Млави,Петровац на Млави,ПУ Галеб,Предшколска установа Галеб,Извидничка,17,12300,Матична локација
Пожаревац,Петровац на Млави,Велико Лаоле,ПУ Галеб,Издвојени објекат Лептирић,/,/,12306,Издвојена локација
Пожаревац,Петровац на Млави,Шетоње,ПУ Галеб,Издвојени објекат Пчелица,/,/,12309,Издвојена локација
Ниш,Пирот,Пирот,ПУ Чика Јова Змај,Предшколска установа Чика Јова Змај,Војводе Степе,15,18300,Матична локација
Ниш,Пирот,Гњилан,ПУ Чика Јова Змај,ПУ Чика Јова Змај  Гњилан,Војводе Степе,15,18300,Издвојена локација
Ниш,Пирот,Извор,ПУ Чика Јова Змај,ПУ Чика Јова Змај Извор,Војводе Степе,15,18300,Издвојена локација
Ниш,Пирот,Крупац,ПУ Чика Јова Змај,ПУ Чика Јова Змај Крупац,Војводе Степе,15,18300,Издвојена локација
Ниш,Пирот,Пирот,ПУ Чика Јова Змај,ПУ Чика Јова Змај -Градска Болница,Војводе Степе,15,18300,Издвојена локација
Ниш,Пирот,Пирот,ПУ Чика Јова Змај,ПУ Чика Јова Змај вртић Змај,Ћирила и Методија,12,18300,Издвојена локација
Ниш,Пирот,Пирот,ПУ Чика Јова Змај,ПУЧика јЈова Змај вртић Првомајски цвет,Светозара Милетића,бб,18300,Издвојена локација
Ниш,Пирот,Пирот,ПУ Чика Јова Змај,ПУЧика Јова Змај вртић Црвенкапа,Николе Пшића,82,18300,Издвојена локација
Ниш,Пирот,Пирот,ПУ Чика Јова Змај,ПУ Чика Јова Змај вртић Бамби,Вука Пантелића,8,18300,Издвојена локација
Ниш,Пирот,Пирот,ПУ Чика Јова Змај,ПУ Чика Јова Змај вртић Невен,Јована Скерлића,21,18300,Издвојена локација
Ниш,Пирот,Пирот,ПУ Чика Јова Змај,ПУ Чика Јова Змај вртић Лане,Војводе Степе,15,18300,Издвојена локација
Ниш,Пирот,Пољска Ржана,ПУ Чика Јова Змај,ПУ Чика Јова Змај Пољка Ржана,Војводе Степе,15,18300,Издвојена локација
Ниш,Пирот,Станичење,ПУ Чика Јова Змај,ПУ Чика Јова Змај Станичење,Војводе Степе,15,18300,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић БАМБИ,Вука Караџића,1,12000,Матична локација
Пожаревац,Пожаревац,Лучица,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић СУНАШЦЕ,Лучица,бб,12000,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић БУБАМАРА,Косовска,бб,12000,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић ПОЛЕТАРАЦ,Чеде Васовића,49,12000,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић ЛЕПТИРИЋ,Книнска,5,12000,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић ДАНИЦА РАДОСАВЉЕВИЋ,Дрварска,бб,12000,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић МАЈСКИ ЦВЕТ,Костолац-улица Задругарска,бб,12208,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић ЛАНЕ,Моше Пијаде,бб,12000,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић ПЧЕЛИЦА,Немањина,8,12000,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић ДУШКО РАДОВИЋ,Цане Бабовић,40,12000,Издвојена локација
Пожаревац,Пожаревац,Пожаревац,ПУ Љубица Вребалов,ПУ Љубица Вребалов -вртић НЕВЕН,Сопотска,2,12000,Издвојена локација
Ужице,Пожега,Пожега,ПУ Олга Јовичић-Рита,Предшколска установаОлга Јовичић РитаПожега објекатБамби,Светосавска 9,9,31210,Матична локација
Ужице,Пожега,Велика Јежевица,ПУ Олга Јовичић-Рита,Предшколска установаОлга Јовичић РитаИО Јежевица ОШ Петар Лековић ИО Јежевица,/,/,31213,Издвојена локација
Ужице,Пожега,Здравчићи,ПУ Олга Јовичић-Рита,ПУ Олга Јовичић РитаПожега ИО ЗдравчићиОШ Петар Лековић ИО Здравчићи,/,/,31210,Издвојена локација
Ужице,Пожега,Лопаш,ПУ Олга Јовичић-Рита,ПУ Олга Јовичић Рита Пожега ИО ЛопашОШ Емилија ОстојићПожега ИО Лопаш,/,/,31210,Издвојена локација
Ужице,Пожега,Пожега,ПУ Олга Јовичић-Рита,ПУ Олга Јовичић Рита Пожега објекат Пчелица ,Змајева,1,31210,Издвојена локација
Ужице,Пожега,Пожега,ПУ Олга Јовичић-Рита,Предшколска установаОлга Јовичић РитаПожега објекат Лептирић,Бана Милутина,бб,31210,Издвојена локација
Ужице,Пожега,Пожега,ПУ Олга Јовичић-Рита,Предшколска установаОлга Јовичић РитаИО Душковци ОШ Петар Лековић ИО Душковци,/,/,31213,Издвојена локација
Ужице,Пожега,Роге,ПУ Олга Јовичић-Рита,ПУ Олга Јовичић Рита Пожега ИО Роге ОШ Емилија ОстојићПожега ИО Роге,/,/,31210,Издвојена локација
Ужице,Пожега,Тометино Поље,ПУ Олга Јовичић-Рита,ПУ Олга Јовичић Рита Пожега ИО Тометино ПољеОШПетар ЛековићПожега ИО Тометино Поље,/,/,31213,Издвојена локација
Лесковац,Прешево,Прешево,ПУ 8. Март,Предшколска установа 8 Март,БОРА ВУКМИРОВИЋА 26,26,17523,Матична локација
Лесковац,Прешево,Алиђерце,ПУ 8. Март,Предшколска установа 8 Март Аљиђерце,/,/,17523,Издвојена локација
Лесковац,Прешево,Букаревац,ПУ 8. Март,Предшколска установа 8 Март Букаревац,/,/,17523,Издвојена локација
Лесковац,Прешево,Буштрање,ПУ 8. Март,Предшколска установа 8 Март - Буштрање,/,/,17523,Издвојена локација
Лесковац,Прешево,Жујинце,ПУ 8. Март,Предшколска установа 8 Март Жуинце,/,/,17523,Издвојена локација
Лесковац,Прешево,Миратовац,ПУ 8. Март,Предшколска Установа 8 Март - Миратовац,/,/,17523,Издвојена локација
Лесковац,Прешево,Норча,ПУ 8. Март,Предшколска установа 8 Март Норче,/,/,17523,Издвојена локација
Лесковац,Прешево,Ораовица,ПУ 8. Март,Предшколска установа 8 Март - Ораовица,/,/,17523,Издвојена локација
Лесковац,Прешево,Прешево,ПУ 8. Март,Предшколска установа 8 Март Ж. Станица,Прешевска Бригада,26,17523,Издвојена локација
Лесковац,Прешево,Прешево,ПУ 8. Март,Преосновна школа Ибрахим Келменди,15 новембар,102,17523,Издвојена локација
Лесковац,Прешево,Рајинце,ПУ 8. Март,Предшколска установа 8 Март - Рајинце,/,/,17523,Издвојена локација
Лесковац,Прешево,Рељан,ПУ 8. Март,Предшколска установа 8 Март - Рељан,/,/,17523,Издвојена локација
Лесковац,Прешево,Славујевац,ПУ 8. Март,Предшколска установа 8 Март - славујевац,/,/,17523,Издвојена локација
Лесковац,Прешево,Стрезовце,ПУ 8. Март,Предшколска установа 8 Март - Ашане,/,/,17523,Издвојена локација
Лесковац,Прешево,Трнава,ПУ 8. Март,Предшколска установа 8 Март - Трнаве,/,/,17523,Издвојена локација
Лесковац,Прешево,Цакановац,ПУ 8. Март,Предшколска установа 8 Март Мамице,/,/,17523,Издвојена локација
Лесковац,Прешево,Церевајка,ПУ 8. Март,Предшколска установа 8 Март Церавајка,/,/,17523,Издвојена локација
Лесковац,Прешево,Црнотинце,ПУ 8. Март,Предшколска установа 8 Март Црнотинце,/,/,17523,Издвојена локација
Лесковац,Прешево,Чукарка,ПУ 8. Март,Предшколска установа 8 Март Чукарка,/,/,17523,Издвојена локација
Ужице,Прибој,Прибој,ПУ Невен,Предшколска установа Невен,Пионирска,2,31330,Матична локација
Ужице,Прибој,Бања,ПУ Невен,ИО у ОШ Никола Тесла Прибојска Бања,Прибојска Бања,бб,31330,Издвојена локација
Ужице,Прибој,Кратово,ПУ Невен,ИО у ОШ Благоје Полић Кратово,Кратово,бб,31330,Издвојена локација
Ужице,Прибој,Прибој,ПУ Невен,Објекат у Старом Прибоју,12. јануар,112,31330,Издвојена локација
Ужице,Прибој,Прибој,ПУ Невен,"ИО у ОШ ''9. мај'', Саставци, ИО у Крајчиновићима",Крајчиновићи,бб,31330,Издвојена локација
Ужице,Прибој,Прибој,ПУ Невен,"ИО у ОШ ''9. мај'', Саставци",Саставци,бб,31330,Издвојена локација
Ужице,Прибој,Прибој,ПУ Невен,Нови објекат у зони Водовод,Лимска,53,31330,Издвојена локација
Ужице,Прибој,Сјеверин,ПУ Невен,"ИО у ОШ Десанка Максимовић , ИО Сјеверин",Сјеверин,бб,31330,Издвојена локација
Ужице,Пријепоље,Пријепоље,ПУ Миша Цвијовић,Објекат Наша радост,Санџачких бригада,9,31300,Матична локација
Ужице,Пријепоље,Бродарево,ПУ Миша Цвијовић,Објекат Срце,Братства и јединства,9,31303,Издвојена локација
Ужице,Пријепоље,Пријепоље,ПУ Миша Цвијовић,Објекат Маслачак,Љубише Миодраговића,б.б.,31300,Издвојена локација
Ужице,Пријепоље,Пријепоље,ПУ Миша Цвијовић,Објекат Дуга,Душана Томашевића -Ћирка,б.б.,31300,Издвојена локација
Ниш,Прокупље,Прокупље,ПУ Невен,ПРЕДШКОЛСКА УСТАНОВА НЕВЕН ПРОКУПЉЕ,Немањина,7,18400,Матична локација
Ниш,Прокупље,Бабин Поток,ПУ Невен,О.Ш.9.октобар,/,/,18400,Издвојена локација
Ниш,Прокупље,Белољин,ПУ Невен,О.Ш.Светислав Мирковић Ненад,/,/,18400,Издвојена локација
Ниш,Прокупље,Бериље,ПУ Невен,ОШ РАТКО ПАВЛОВИЋ ЋИЋКО Бериље,Бериље,бб,18400,Издвојена локација
Ниш,Прокупље,Доња Трнава,ПУ Невен,ОШ РАТКО ПАВЛОВИЋ ЋИЋКО Доња Трнава,Доња Трнава,бб,18421,Издвојена локација
Ниш,Прокупље,Мала Плана,ПУ Невен,ОШ Светислав Мирковић Ненад Мала Плана,Мала Плана,бб,18423,Издвојена локација
Ниш,Прокупље,Прокупље,ПУ Невен,Објекат Радост,Добричка,2,18400,Издвојена локација
Ниш,Прокупље,Прокупље,ПУ Невен,О.Ш.Милић Ракић Мирко,ратка павловића,150,18400,Издвојена локација
Ниш,Прокупље,Прокупље,ПУ Невен,ОШ РАТКО ПАВЛОВИЋ ЋИЋКО,Милоша Обилића,19,18400,Издвојена локација
Ниш,Прокупље,Прокупље,ПУ Невен,Објекат Бајка,Вељка Миланковића Вука,бб,18400,Издвојена локација
Ниш,Прокупље,Прокупље,ПУ Невен,Објекат Бисери,НЕМАЊИНА,2,18400,Издвојена локација
Ниш,Прокупље,Прокупље,ПУ Невен,Објекат Бамби,Немањина,7,18400,Издвојена локација
Ниш,Прокупље,Прокупље,ПУ Невен,ОШ 9. Октобар,Змај Јовина,1,18400,Издвојена локација
